Prefix,Course Title,Section,Class Number,Days & Times,Bldg & Room
NURS,462 Selected Nursing Concepts: Psychiatric/Mental Health,01,13344,ARRGT,AMS ARR
NURS,462 Selected Nursing Concepts: Psychiatric/Mental Health,02,14029,ARRGT,AMS ARR
NURS,465 Application of Population Health Principles,01,13345,ARRGT,AMS ARR
NURS,465 Application of Population Health Principles,02,13346,ARRGT,AMS ARR
NURS,471 Foundations of Occupational and Environmental Health Practice,01,13404,ARRGT,AMS SPK
NURS,471 Foundations of Occupational and Environmental Health Practice,02,13405,ARRGT,AMS ARR
NURS,477 Health Care Ethics,01,13362,ARRGT,AMS ARR
NURS,477 Health Care Ethics,02,13193,ARRGT,AMS ARR
NURS,495 [CAPS] Advanced Practicum,01,13348,ARRGT,AMS ARR
NURS,495 [CAPS] Advanced Practicum,02,13380,ARRGT,AMS ARR
NURS,499 Special Problems,02,13185,ARRGT,""
NURS,"502 Psychiatric Assessment, Diagnosis, and Management of Adults and Geriatrics",01,13387,W9.10-12,AMS ARR
NURS,"502 Psychiatric Assessment, Diagnosis, and Management of Adults and Geriatrics",W9.10-12,AMS ARR, ,""
NURS,"502 Psychiatric Assessment, Diagnosis, and Management of Adults and Geriatrics",W9.10-12,AMS ARR, ,""
NURS,"502 Psychiatric Assessment, Diagnosis, and Management of Adults and Geriatrics",W9.10-12,AMS ARR, ,""
NURS,"502 Psychiatric Assessment, Diagnosis, and Management of Adults and Geriatrics",W9.10-12,AMS ARR, ,""
NURS,503 Scientific Inquiry in Nursing,01,13349,M17.10-19,AMS ARR
NURS,503 Scientific Inquiry in Nursing,M17.10-19,AMS ARR, ,""
NURS,503 Scientific Inquiry in Nursing,M17.10-19,AMS ARR, ,""
NURS,503 Scientific Inquiry in Nursing,M17.10-19,AMS ARR, ,""
NURS,503 Scientific Inquiry in Nursing,M17.10-19,AMS ARR, ,""
NURS,503 Scientific Inquiry in Nursing,02,13350,M17.10-19,AMS ARR
NURS,503 Scientific Inquiry in Nursing,M17.10-19,AMS ARR, ,""
NURS,503 Scientific Inquiry in Nursing,M17.10-19,AMS ARR, ,""
NURS,503 Scientific Inquiry in Nursing,M17.10-19,AMS ARR, ,""
NURS,503 Scientific Inquiry in Nursing,M17.10-19,AMS ARR, ,""
NURS,503 Scientific Inquiry in Nursing,03,13409,M17.10-19,AMS ARR
NURS,503 Scientific Inquiry in Nursing,M17.10-19,AMS ARR, ,""
NURS,503 Scientific Inquiry in Nursing,M17.10-19,AMS ARR, ,""
NURS,503 Scientific Inquiry in Nursing,M17.10-19,AMS ARR, ,""
NURS,503 Scientific Inquiry in Nursing,M17.10-19,AMS ARR, ,""
NURS,504 Evidence-Based Practice,01,13347,M11.10-14,AMS ARR
NURS,504 Evidence-Based Practice,M11.10-14,AMS ARR, ,""
NURS,504 Evidence-Based Practice,M11.10-14,AMS ARR, ,""
NURS,504 Evidence-Based Practice,M11.10-14,AMS ARR, ,""
NURS,504 Evidence-Based Practice,M11.10-14,AMS ARR, ,""
NURS,504 Evidence-Based Practice,02,13399,M11.10-14,AMS ARR
NURS,504 Evidence-Based Practice,M11.10-14,AMS ARR, ,""
NURS,504 Evidence-Based Practice,M11.10-14,AMS ARR, ,""
NURS,504 Evidence-Based Practice,M11.10-14,AMS ARR, ,""
NURS,504 Evidence-Based Practice,M11.10-14,AMS ARR, ,""
NURS,504 Evidence-Based Practice,03,13200,M11.10-14,AMS ARR
NURS,504 Evidence-Based Practice,M11.10-14,AMS ARR, ,""
NURS,504 Evidence-Based Practice,M11.10-14,AMS ARR, ,""
NURS,504 Evidence-Based Practice,M11.10-14,AMS ARR, ,""
NURS,504 Evidence-Based Practice,M11.10-14,AMS ARR, ,""
NURS,508 Diagnostics and Procedures for Primary Care Practice,01,13373,TU16.10-18,AMS ARR
NURS,508 Diagnostics and Procedures for Primary Care Practice,TU16.10-18,AMS ARR, ,""
NURS,508 Diagnostics and Procedures for Primary Care Practice,TU16.10-20,AMS ARR, ,""
NURS,508 Diagnostics and Procedures for Primary Care Practice,TU16.10-18,AMS ARR, ,""
NURS,508 Diagnostics and Procedures for Primary Care Practice,TU16.10-18,AMS ARR, ,""
NURS,508 Diagnostics and Procedures for Primary Care Practice,02,13374,TU16.10-18,AMS ARR
NURS,508 Diagnostics and Procedures for Primary Care Practice,TU16.10-18,AMS ARR, ,""
NURS,508 Diagnostics and Procedures for Primary Care Practice,TU16.10-20,AMS ARR, ,""
NURS,508 Diagnostics and Procedures for Primary Care Practice,TU16.10-18,AMS ARR, ,""
NURS,508 Diagnostics and Procedures for Primary Care Practice,TU16.10-18,AMS ARR, ,""
NURS,508 Diagnostics and Procedures for Primary Care Practice,01 Lab,13381,ARRGT,ARR ARR
NURS,509 Clinical Decision Making: Essential Concepts and Diagnostic Reasoning,01,13386,TU8.10-11,AMS ARR
NURS,509 Clinical Decision Making: Essential Concepts and Diagnostic Reasoning,TU8.10-11,AMS ARR, ,""
NURS,509 Clinical Decision Making: Essential Concepts and Diagnostic Reasoning,TU8.10-11,AMS ARR, ,""
NURS,509 Clinical Decision Making: Essential Concepts and Diagnostic Reasoning,TU8.10-11,AMS ARR, ,""
NURS,509 Clinical Decision Making: Essential Concepts and Diagnostic Reasoning,TU8.10-11,AMS ARR, ,""
NURS,509 Clinical Decision Making: Essential Concepts and Diagnostic Reasoning,02,13396,TU8.10-11,AMS ARR
NURS,509 Clinical Decision Making: Essential Concepts and Diagnostic Reasoning,TU8.10-11,AMS ARR, ,""
NURS,509 Clinical Decision Making: Essential Concepts and Diagnostic Reasoning,TU8.10-11,AMS ARR, ,""
NURS,509 Clinical Decision Making: Essential Concepts and Diagnostic Reasoning,TU8.10-11,AMS ARR, ,""
NURS,509 Clinical Decision Making: Essential Concepts and Diagnostic Reasoning,TU8.10-11,AMS ARR, ,""
NURS,515 Primary Care II: Acute Health Conditions Across the Lifespan,01,13388,W9.10-12,AMS ARR
NURS,515 Primary Care II: Acute Health Conditions Across the Lifespan,W9.10-12,AMS ARR, ,""
NURS,515 Primary Care II: Acute Health Conditions Across the Lifespan,W9.10-12,AMS ARR, ,""
NURS,515 Primary Care II: Acute Health Conditions Across the Lifespan,W9.10-12,AMS ARR, ,""
NURS,515 Primary Care II: Acute Health Conditions Across the Lifespan,W9.10-12,AMS ARR, ,""
NURS,515 Primary Care II: Acute Health Conditions Across the Lifespan,02,13389,W9.10-12,AMS ARR
NURS,515 Primary Care II: Acute Health Conditions Across the Lifespan,W9.10-12,AMS ARR, ,""
NURS,515 Primary Care II: Acute Health Conditions Across the Lifespan,W9.10-12,AMS ARR, ,""
NURS,515 Primary Care II: Acute Health Conditions Across the Lifespan,W9.10-12,AMS ARR, ,""
NURS,515 Primary Care II: Acute Health Conditions Across the Lifespan,W9.10-12,AMS ARR, ,""
NURS,516 Primary Care Practicum II,01,13390,W12.10-14,AMS ARR
NURS,516 Primary Care Practicum II,W12.10-14,AMS ARR, ,""
NURS,516 Primary Care Practicum II,W12.10-14,AMS ARR, ,""
NURS,516 Primary Care Practicum II,W12.10-14,AMS ARR, ,""
NURS,516 Primary Care Practicum II,W12.10-14,AMS ARR, ,""
NURS,516 Primary Care Practicum II,02,13391,W12.10-14,AMS ARR
NURS,516 Primary Care Practicum II,W12.10-14,AMS ARR, ,""
NURS,516 Primary Care Practicum II,W12.10-14,AMS ARR, ,""
NURS,516 Primary Care Practicum II,W12.10-14,AMS ARR, ,""
NURS,516 Primary Care Practicum II,W12.10-14,AMS ARR, ,""
NURS,"521 Nursing Education: Teaching, Learning, Assessment, and Evaluation",01,13204,M14.10-17,AMS ARR
NURS,"521 Nursing Education: Teaching, Learning, Assessment, and Evaluation",M14.10-17,AMS ARR, ,""
NURS,"521 Nursing Education: Teaching, Learning, Assessment, and Evaluation",M14.10-17,AMS ARR, ,""
NURS,"521 Nursing Education: Teaching, Learning, Assessment, and Evaluation",M14.10-17,AMS ARR, ,""
NURS,"521 Nursing Education: Teaching, Learning, Assessment, and Evaluation",M14.10-17,AMS ARR, ,""
NURS,"521 Nursing Education: Teaching, Learning, Assessment, and Evaluation",02,13202,M14.10-17,AMS ARR
NURS,"521 Nursing Education: Teaching, Learning, Assessment, and Evaluation",M14.10-17,AMS ARR, ,""
NURS,"521 Nursing Education: Teaching, Learning, Assessment, and Evaluation",M14.10-17,AMS ARR, ,""
NURS,"521 Nursing Education: Teaching, Learning, Assessment, and Evaluation",M14.10-17,AMS ARR, ,""
NURS,"521 Nursing Education: Teaching, Learning, Assessment, and Evaluation",M14.10-17,AMS ARR, ,""
NURS,"521 Nursing Education: Teaching, Learning, Assessment, and Evaluation",03,13203,M14-17,AMS ARR
NURS,"521 Nursing Education: Teaching, Learning, Assessment, and Evaluation",M14-17,AMS ARR, ,""
NURS,"521 Nursing Education: Teaching, Learning, Assessment, and Evaluation",M14-17,AMS ARR, ,""
NURS,"521 Nursing Education: Teaching, Learning, Assessment, and Evaluation",M14-17,AMS ARR, ,""
NURS,"521 Nursing Education: Teaching, Learning, Assessment, and Evaluation",M14-17,AMS ARR, ,""
NURS,526 Analytical Foundations for Health Sciences,01,13207,TH12.10-15,AMS ARR
NURS,526 Analytical Foundations for Health Sciences,TH12.10-15,AMS ARR, ,""
NURS,526 Analytical Foundations for Health Sciences,TH12.10-15,AMS ARR, ,""
NURS,526 Analytical Foundations for Health Sciences,TH12.10-15,AMS ARR, ,""
NURS,526 Analytical Foundations for Health Sciences,TH12.10-15,AMS ARR, ,""
NURS,526 Analytical Foundations for Health Sciences,TH12.10-15,AMS ARR, ,""
NURS,526 Analytical Foundations for Health Sciences,02,13208,TH12.10-15,AMS ARR
NURS,526 Analytical Foundations for Health Sciences,TH12.10-15,AMS ARR, ,""
NURS,526 Analytical Foundations for Health Sciences,TH12.10-15,AMS ARR, ,""
NURS,526 Analytical Foundations for Health Sciences,TH12.10-15,AMS ARR, ,""
NURS,526 Analytical Foundations for Health Sciences,TH12.10-15,AMS ARR, ,""
NURS,526 Analytical Foundations for Health Sciences,TH12.10-15,AMS ARR, ,""
NURS,526 Analytical Foundations for Health Sciences,03,13192,TH12.10-15,AMS ARR
NURS,526 Analytical Foundations for Health Sciences,TH12.10-15,AMS ARR, ,""
NURS,526 Analytical Foundations for Health Sciences,TH12.10-15,AMS ARR, ,""
NURS,526 Analytical Foundations for Health Sciences,TH12.10-15,AMS ARR, ,""
NURS,526 Analytical Foundations for Health Sciences,TH12.10-15,AMS ARR, ,""
NURS,526 Analytical Foundations for Health Sciences,TH12.10-15,AMS ARR, ,""
NURS,528 Multivariate Statistical Techniques for Health Sciences,01,13209,F8.10-11,AMS ARR
NURS,528 Multivariate Statistical Techniques for Health Sciences,F8.10-11,AMS ARR, ,""
NURS,528 Multivariate Statistical Techniques for Health Sciences,F8.10-11,AMS ARR, ,""
NURS,528 Multivariate Statistical Techniques for Health Sciences,F8.10-11,AMS ARR, ,""
NURS,528 Multivariate Statistical Techniques for Health Sciences,F8.10-11,AMS ARR, ,""
NURS,528 Multivariate Statistical Techniques for Health Sciences,F8.10-11,AMS ARR, ,""
NURS,528 Multivariate Statistical Techniques for Health Sciences,02,13210,F8.10-11,AMS ARR
NURS,528 Multivariate Statistical Techniques for Health Sciences,F8.10-11,AMS ARR, ,""
NURS,528 Multivariate Statistical Techniques for Health Sciences,F8.10-11,AMS ARR, ,""
NURS,528 Multivariate Statistical Techniques for Health Sciences,F8.10-11,AMS ARR, ,""
NURS,528 Multivariate Statistical Techniques for Health Sciences,F8.10-11,AMS ARR, ,""
NURS,528 Multivariate Statistical Techniques for Health Sciences,F8.10-11,AMS ARR, ,""
NURS,528 Multivariate Statistical Techniques for Health Sciences,03,13191,F8.10-11,AMS ARR
NURS,528 Multivariate Statistical Techniques for Health Sciences,F8.10-11,AMS ARR, ,""
NURS,528 Multivariate Statistical Techniques for Health Sciences,F8.10-11,AMS ARR, ,""
NURS,528 Multivariate Statistical Techniques for Health Sciences,F8.10-11,AMS ARR, ,""
NURS,528 Multivariate Statistical Techniques for Health Sciences,F8.10-11,AMS ARR, ,""
NURS,528 Multivariate Statistical Techniques for Health Sciences,F8.10-11,AMS ARR, ,""
NURS,"533 Nursing Education: Delivery Methods for Diversity, Inclusion, and Interprofessional Education",01,13448,M14.10-17,AMS ARR
NURS,"533 Nursing Education: Delivery Methods for Diversity, Inclusion, and Interprofessional Education",M14.10-17,AMS ARR, ,""
NURS,"533 Nursing Education: Delivery Methods for Diversity, Inclusion, and Interprofessional Education",M14.10-17,AMS ARR, ,""
NURS,"533 Nursing Education: Delivery Methods for Diversity, Inclusion, and Interprofessional Education",M14.10-17,AMS ARR, ,""
NURS,"533 Nursing Education: Delivery Methods for Diversity, Inclusion, and Interprofessional Education",M14.10-17,AMS ARR, ,""
NURS,540 NP Clinical Practicum,01,13359,W17.10-19,AMS ARR
NURS,540 NP Clinical Practicum,W17.10-19,AMS ARR, ,""
NURS,540 NP Clinical Practicum,W17.10-19,AMS ARR, ,""
NURS,540 NP Clinical Practicum,W17.10-19,AMS ARR, ,""
NURS,540 NP Clinical Practicum,W17.10-19,AMS ARR, ,""
NURS,540 NP Clinical Practicum,02,13187,W17.10-19,AMS ARR
NURS,540 NP Clinical Practicum,W17.10-19,AMS ARR, ,""
NURS,540 NP Clinical Practicum,W17.10-19,AMS ARR, ,""
NURS,540 NP Clinical Practicum,W17.10-19,AMS ARR, ,""
NURS,540 NP Clinical Practicum,W17.10-19,AMS ARR, ,""
NURS,544 Therapeutic Modalities I: Introduction to Therapies,01,13375,TU8.10-11,AMS ARR
NURS,544 Therapeutic Modalities I: Introduction to Therapies,TU8.10-11,AMS ARR, ,""
NURS,544 Therapeutic Modalities I: Introduction to Therapies,TU8.10-11,AMS ARR, ,""
NURS,544 Therapeutic Modalities I: Introduction to Therapies,TU8.10-11,AMS ARR, ,""
NURS,544 Therapeutic Modalities I: Introduction to Therapies,TU8.10-11,AMS ARR, ,""
NURS,553 Organizational Systems and Leadership II,01,13400,TH8.10-11,AMS ARR
NURS,553 Organizational Systems and Leadership II,TH8.10-11,AMS ARR, ,""
NURS,553 Organizational Systems and Leadership II,TH8.10-11,AMS ARR, ,""
NURS,553 Organizational Systems and Leadership II,TH8.10-11,AMS ARR, ,""
NURS,553 Organizational Systems and Leadership II,TH8.10-11,AMS ARR, ,""
NURS,553 Organizational Systems and Leadership II,02,13201,TH8.10-11,AMS ARR
NURS,553 Organizational Systems and Leadership II,TH8.10-11,AMS ARR, ,""
NURS,553 Organizational Systems and Leadership II,TH8.10-11,AMS ARR, ,""
NURS,553 Organizational Systems and Leadership II,TH8.10-11,AMS ARR, ,""
NURS,553 Organizational Systems and Leadership II,TH8.10-11,AMS ARR, ,""
NURS,553 Organizational Systems and Leadership II,01 Lab,13401,ARRGT,ARR ARR
NURS,555 PMHNP Practicum I,01,13392,W12.10-14,AMS ARR
NURS,555 PMHNP Practicum I,W12.10-14,AMS ARR, ,""
NURS,555 PMHNP Practicum I,W12.10-14,AMS ARR, ,""
NURS,555 PMHNP Practicum I,W12.10-14,AMS ARR, ,""
NURS,555 PMHNP Practicum I,W12.10-14,AMS ARR, ,""
NURS,555 PMHNP Practicum I,01 Lab,13402,ARRGT,ARR ARR
NURS,558 DNP Project II,01,13364,W14.10-17,AMS ARR
NURS,558 DNP Project II,W14.10-17,AMS ARR, ,""
NURS,558 DNP Project II,W14.10-17,AMS ARR, ,""
NURS,558 DNP Project II,W14.10-17,AMS ARR, ,""
NURS,558 DNP Project II,W14.10-17,AMS ARR, ,""
NURS,558 DNP Project II,02,13367,W14.10-17,AMS ARR
NURS,558 DNP Project II,W14.10-17,AMS ARR, ,""
NURS,558 DNP Project II,W14.10-17,AMS ARR, ,""
NURS,558 DNP Project II,W14.10-17,AMS ARR, ,""
NURS,558 DNP Project II,W14.10-17,AMS ARR, ,""
NURS,558 DNP Project II,05,15972,W14.10-17,AMS ARR
NURS,558 DNP Project II,W14.10-17,AMS ARR, ,""
NURS,558 DNP Project II,W14.10-17,AMS ARR, ,""
NURS,558 DNP Project II,W14.10-17,AMS ARR, ,""
NURS,558 DNP Project II,W14.10-17,AMS ARR, ,""
NURS,558 DNP Project II,03 Lab,13369,ARRGT,ARR ARR
NURS,562 Advanced Health Assessment and Differential Diagnoses,01,13376,TU11.10-13,AMS ARR
NURS,562 Advanced Health Assessment and Differential Diagnoses,TU11.10-13,AMS ARR, ,""
NURS,562 Advanced Health Assessment and Differential Diagnoses,TU11.10-13,AMS ARR, ,""
NURS,562 Advanced Health Assessment and Differential Diagnoses,TU11.10-13,AMS ARR, ,""
NURS,562 Advanced Health Assessment and Differential Diagnoses,TU11.10-13,AMS ARR, ,""
NURS,562 Advanced Health Assessment and Differential Diagnoses,02,13377,TU11.10-13,AMS ARR
NURS,562 Advanced Health Assessment and Differential Diagnoses,TU11.10-13,AMS ARR, ,""
NURS,562 Advanced Health Assessment and Differential Diagnoses,TU11.10-13,AMS ARR, ,""
NURS,562 Advanced Health Assessment and Differential Diagnoses,TU11.10-13,AMS ARR, ,""
NURS,562 Advanced Health Assessment and Differential Diagnoses,TU11.10-13,AMS ARR, ,""
NURS,562 Advanced Health Assessment and Differential Diagnoses,01 Lab,13383,ARRGT,ARR ARR
NURS,563 Advanced Pharmacology,01,13378,TU13.10-16,AMS ARR
NURS,563 Advanced Pharmacology,TU13.10-16,AMS ARR, ,""
NURS,563 Advanced Pharmacology,TU13.10-16,AMS ARR, ,""
NURS,563 Advanced Pharmacology,TU13.10-16,AMS ARR, ,""
NURS,563 Advanced Pharmacology,TU13.10-16,AMS ARR, ,""
NURS,564 Family Health and Health Promotion of Populations,01,13353,M8.10-11,AMS ARR
NURS,564 Family Health and Health Promotion of Populations,M8.10-11,AMS ARR, ,""
NURS,564 Family Health and Health Promotion of Populations,M8.10-11,AMS ARR, ,""
NURS,564 Family Health and Health Promotion of Populations,M8.10-11,AMS ARR, ,""
NURS,564 Family Health and Health Promotion of Populations,M8.10-11,AMS ARR, ,""
NURS,564 Family Health and Health Promotion of Populations,02,13184,M8.10-11,AMS ARR
NURS,564 Family Health and Health Promotion of Populations,M8.10-11,AMS ARR, ,""
NURS,564 Family Health and Health Promotion of Populations,M8.10-11,AMS ARR, ,""
NURS,564 Family Health and Health Promotion of Populations,M8.10-11,AMS ARR, ,""
NURS,564 Family Health and Health Promotion of Populations,M8.10-11,AMS ARR, ,""
NURS,565 Information Management for Clinical Practice,01,13351,TH14.10-17,AMS ARR
NURS,565 Information Management for Clinical Practice,TH14.10-17,AMS ARR, ,""
NURS,565 Information Management for Clinical Practice,TH14.10-17,AMS ARR, ,""
NURS,565 Information Management for Clinical Practice,TH14.10-17,AMS ARR, ,""
NURS,565 Information Management for Clinical Practice,TH14.10-17,AMS ARR, ,""
NURS,565 Information Management for Clinical Practice,02,13205,TH14.10-17,AMS ARR
NURS,565 Information Management for Clinical Practice,TH14.10-17,AMS ARR, ,""
NURS,565 Information Management for Clinical Practice,TH14.10-17,AMS ARR, ,""
NURS,565 Information Management for Clinical Practice,TH14.10-17,AMS ARR, ,""
NURS,565 Information Management for Clinical Practice,TH14.10-17,AMS ARR, ,""
NURS,565 Information Management for Clinical Practice,03,13352,TH14.10-17,AMS ARR
NURS,565 Information Management for Clinical Practice,TH14.10-17,AMS ARR, ,""
NURS,565 Information Management for Clinical Practice,TH14.10-17,AMS ARR, ,""
NURS,565 Information Management for Clinical Practice,TH14.10-17,AMS ARR, ,""
NURS,565 Information Management for Clinical Practice,TH14.10-17,AMS ARR, ,""
NURS,566 Community Analysis and Grant Development,01,13357,M11.10-13,AMS ARR
NURS,566 Community Analysis and Grant Development,M11.10-13,AMS ARR, ,""
NURS,566 Community Analysis and Grant Development,M11.10-13,AMS ARR, ,""
NURS,566 Community Analysis and Grant Development,M11.10-13,AMS ARR, ,""
NURS,566 Community Analysis and Grant Development,M11.10-13,AMS ARR, ,""
NURS,566 Community Analysis and Grant Development,02,13186,M11.10-13.10,AMS ARR
NURS,566 Community Analysis and Grant Development,M11.10-13,AMS ARR, ,""
NURS,566 Community Analysis and Grant Development,M11.10-13,AMS ARR, ,""
NURS,566 Community Analysis and Grant Development,M11.10-13,AMS ARR, ,""
NURS,566 Community Analysis and Grant Development,M11.10-13,AMS ARR, ,""
NURS,576 Organizational Systems and Leadership I,01,13363,TH11.10-14,AMS ARR
NURS,576 Organizational Systems and Leadership I,TH11.10-14,AMS ARR, ,""
NURS,576 Organizational Systems and Leadership I,TH11.10-14,AMS ARR, ,""
NURS,576 Organizational Systems and Leadership I,TH11.10-14,AMS ARR, ,""
NURS,576 Organizational Systems and Leadership I,TH11.10-14,AMS ARR, ,""
NURS,576 Organizational Systems and Leadership I,02,13194,TH11.10-14,AMS ARR
NURS,576 Organizational Systems and Leadership I,TH11.10-14,AMS ARR, ,""
NURS,576 Organizational Systems and Leadership I,TH11.10-14,AMS ARR, ,""
NURS,576 Organizational Systems and Leadership I,TH11.10-14,AMS ARR, ,""
NURS,576 Organizational Systems and Leadership I,TH11.10-14,AMS ARR, ,""
NURS,576 Organizational Systems and Leadership I,01 Lab,13408,ARRGT,ARR ARR
NURS,581 Advanced Pathophysiology,01,13393,M14.10-17,AMS ARR
NURS,581 Advanced Pathophysiology,M14.10-17,AMS ARR, ,""
NURS,581 Advanced Pathophysiology,M14.10-17,AMS ARR, ,""
NURS,581 Advanced Pathophysiology,M14.10-17,AMS ARR, ,""
NURS,581 Advanced Pathophysiology,M14.10-17,AMS ARR, ,""
NURS,581 Advanced Pathophysiology,02,13394,M14.10-17,AMS ARR
NURS,581 Advanced Pathophysiology,M14.10-17,AMS ARR, ,""
NURS,581 Advanced Pathophysiology,M14.10-17,AMS ARR, ,""
NURS,581 Advanced Pathophysiology,M14.10-17,AMS ARR, ,""
NURS,581 Advanced Pathophysiology,M14.10-17,AMS ARR, ,""
NURS,583 DNP Population Health Practicum,01,13395,ARRGT,ARR ARR
NURS,588 Research Inquiry: Quantitative Methods I,01,13211,TH15.10-18,AMS ARR
NURS,588 Research Inquiry: Quantitative Methods I,TH15.10-18,AMS ARR, ,""
NURS,588 Research Inquiry: Quantitative Methods I,TH15.10-18,AMS ARR, ,""
NURS,588 Research Inquiry: Quantitative Methods I,TH15.10-18,AMS ARR, ,""
NURS,588 Research Inquiry: Quantitative Methods I,TH15.10-18,AMS ARR, ,""
NURS,588 Research Inquiry: Quantitative Methods I,TH15.10-18,AMS ARR, ,""
NURS,588 Research Inquiry: Quantitative Methods I,02,13212,TH15.10-18,AMS ARR
NURS,588 Research Inquiry: Quantitative Methods I,TH15.10-18,AMS ARR, ,""
NURS,588 Research Inquiry: Quantitative Methods I,TH15.10-18,AMS ARR, ,""
NURS,588 Research Inquiry: Quantitative Methods I,TH15.10-18,AMS ARR, ,""
NURS,588 Research Inquiry: Quantitative Methods I,TH15.10-18,AMS ARR, ,""
NURS,588 Research Inquiry: Quantitative Methods I,TH15.10-18,AMS ARR, ,""
NURS,588 Research Inquiry: Quantitative Methods I,03,13190,TH15.10-18,AMS ARR
NURS,588 Research Inquiry: Quantitative Methods I,TH15.10-18,AMS ARR, ,""
NURS,588 Research Inquiry: Quantitative Methods I,TH15.10-18,AMS ARR, ,""
NURS,588 Research Inquiry: Quantitative Methods I,TH15.10-18,AMS ARR, ,""
NURS,588 Research Inquiry: Quantitative Methods I,TH15.10-18,AMS ARR, ,""
NURS,588 Research Inquiry: Quantitative Methods I,TH15.10-18,AMS ARR, ,""
NURS,592 Research Inquiry: Qualitative Methods II,01,13384,F11.10-13,AMS ARR
NURS,592 Research Inquiry: Qualitative Methods II,F11.10-13,AMS ARR, ,""
NURS,592 Research Inquiry: Qualitative Methods II,F11.10-13,AMS ARR, ,""
NURS,592 Research Inquiry: Qualitative Methods II,F11.10-13,AMS ARR, ,""
NURS,592 Research Inquiry: Qualitative Methods II,F11.10-13,AMS ARR, ,""
NURS,592 Research Inquiry: Qualitative Methods II,F11.10-13,AMS ARR, ,""
NURS,592 Research Inquiry: Qualitative Methods II,02,13385,F11.10-13,AMS ARR
NURS,592 Research Inquiry: Qualitative Methods II,F11.10-13,AMS ARR, ,""
NURS,592 Research Inquiry: Qualitative Methods II,F11.10-13,AMS ARR, ,""
NURS,592 Research Inquiry: Qualitative Methods II,F11.10-13,AMS ARR, ,""
NURS,592 Research Inquiry: Qualitative Methods II,F11.10-13,AMS ARR, ,""
NURS,592 Research Inquiry: Qualitative Methods II,F11.10-13,AMS ARR, ,""
NURS,592 Research Inquiry: Qualitative Methods II,03,13196,F11.10-13,AMS ARR
NURS,592 Research Inquiry: Qualitative Methods II,F11.10-13,AMS ARR, ,""
NURS,592 Research Inquiry: Qualitative Methods II,F11.10-13,AMS ARR, ,""
NURS,592 Research Inquiry: Qualitative Methods II,F11.10-13,AMS ARR, ,""
NURS,592 Research Inquiry: Qualitative Methods II,F11.10-13,AMS ARR, ,""
NURS,592 Research Inquiry: Qualitative Methods II,F11.10-13,AMS ARR, ,""
NURS,596 Nursing Science: Theory and Science of Nursing II,01,13371,TH8.10-11,AMS ARR
NURS,596 Nursing Science: Theory and Science of Nursing II,TH8.10-11,AMS ARR, ,""
NURS,596 Nursing Science: Theory and Science of Nursing II,TH8.10-11,AMS ARR, ,""
NURS,596 Nursing Science: Theory and Science of Nursing II,TH8.10-11,AMS ARR, ,""
NURS,596 Nursing Science: Theory and Science of Nursing II,TH8.10-11,AMS ARR, ,""
NURS,596 Nursing Science: Theory and Science of Nursing II,TH8.10-11,AMS ARR, ,""
NURS,596 Nursing Science: Theory and Science of Nursing II,02,13372,TH8.10-11,AMS ARR
NURS,596 Nursing Science: Theory and Science of Nursing II,TH8.10-11,AMS ARR, ,""
NURS,596 Nursing Science: Theory and Science of Nursing II,TH8.10-11,AMS ARR, ,""
NURS,596 Nursing Science: Theory and Science of Nursing II,TH8.10-11,AMS ARR, ,""
NURS,596 Nursing Science: Theory and Science of Nursing II,TH8.10-11,AMS ARR, ,""
NURS,596 Nursing Science: Theory and Science of Nursing II,TH8.10-11,AMS ARR, ,""
NURS,596 Nursing Science: Theory and Science of Nursing II,03,13195,TH8.10-11,AMS ARR
NURS,596 Nursing Science: Theory and Science of Nursing II,TH8.10-11,AMS ARR, ,""
NURS,596 Nursing Science: Theory and Science of Nursing II,TH8.10-11,AMS ARR, ,""
NURS,596 Nursing Science: Theory and Science of Nursing II,TH8.10-11,AMS ARR, ,""
NURS,596 Nursing Science: Theory and Science of Nursing II,TH8.10-11,AMS ARR, ,""
NURS,596 Nursing Science: Theory and Science of Nursing II,TH8.10-11,AMS ARR, ,""
NURS,597 Advanced Topics in Nursing,01,14046,ARRGT,ARR ARR
NURS,597 Advanced Topics in Nursing,02,14028,ARRGT,ARR ARR
NURS,599 Independent Study,01,13213,ARRGT,ARR ARR
NURS,599 Independent Study,02,13360,ARRGT,ARR ARR
NURS,"702 Master's Special Problems, Directed Study, and/or Examination",01,13356,TH8.10-11,AMS ARR
NURS,"702 Master's Special Problems, Directed Study, and/or Examination",TH8.10-11,AMS ARR, ,""
NURS,"702 Master's Special Problems, Directed Study, and/or Examination",TH8.10-11,AMS ARR, ,""
NURS,"702 Master's Special Problems, Directed Study, and/or Examination",TH8.10-11,AMS ARR, ,""
NURS,"702 Master's Special Problems, Directed Study, and/or Examination",TH8.10-11,AMS ARR, ,""
NURS,799 Dissertation Seminar,01,13406,F8.10-9,AMS ARR
NURS,799 Dissertation Seminar,F8.10-9,AMS ARR, ,""
NURS,799 Dissertation Seminar,F8.10-9,AMS ARR, ,""
NURS,799 Dissertation Seminar,F8.10-9,AMS ARR, ,""
NURS,799 Dissertation Seminar,F8.10-9,AMS ARR, ,""
NURS,799 Dissertation Seminar,F8.10-9,AMS ARR, ,""
NURS,799 Dissertation Seminar,02,13206,F8.10-9,AMS ARR
